class,tweet
neutral,كيف تخفي الـ #صور في هاتفك لحماية خصوصيتك.. #أندرويد أو #آيفون https://t.co/hAhmaiqOaV#تقنية #كيف_اصبح_دافورا
positive,"RT @20fourMedia: أفضل 5 هواتف أندرويد تحل محل نوت 7"" القابل للانفجارhttps://t.co/Jtl5SdEeOS https://t.co/C9DFrhJERr"""
neutral,#حياة_التقنية | سيانوجين تتخلى عن تطوير رومات أندرويد كاملة https://t.co/pWMVK0e5LR https://t.co/6QnOMgEiZO
neutral,سيانوجين تتخلى عن تطوير رومات أندرويد كاملة: سيانوجين مود الذي نعرفه لن يستمر، تغيير كبير في استراتيجية الشرك... https://t.co/mptrhzMKsi
positive,نستعرض معكم في هذا الموضوع 3 تطبيقات ويدجت بسيطة ومفيدة لنظام #أندرويد#نصائح_تقنيةhttps://t.co/Q3KPCTcDE0
positive,تطبيق للتحكم في الإشعارات على أجهزة #أندرويدhttps://t.co/6UVkzpQuZ6 https://t.co/p4XMuvhuVV
neutral,حفاظا على خصوصيتك.. كيف تخفي الصور في هاتفك.. أندرويد أو آيفونhttps://t.co/326SuXOf4v#شي_بخاطرك_هالحزه #اليوم_الثلاثاء
neutral,مسح سجل البحث داخل متجر Google Play https://t.co/s7BDUACi4e#جوجل #Google https://t.co/F40LDhkNbr
neutral,استخدام المحادثات المشفرة والرسائل ذاتية الحذف في Facebook Messenger https://t.co/s7BDUACi4e#فيسبوك… https://t.co/fT2pUmOYzB
negative,RT @TechVoicenet: سيانوجين لن تُطور رومات أندرويد بعد الآن https://t.co/fntMRQ3kIE https://t.co/uJtPTJLm4c
neutral,نسخة المعاينة من أندرويد 7.1 قادمة هذا الشهر https://t.co/l2L4UYal9u https://t.co/xmd8fDeXts
negative,مشكلة نسيان كلمة السر فى iPhone https://t.co/s7BDUACi4e #ايفون #ابل_والجيلبريك https://t.co/6Lr0t9nABU
negative,بلجيكا تندد بمصادقة إسرائيل على بناء 98 وحدة بالضفة الغربية https://t.co/dZe9NuP5p5
negative,باريلارو: إسرائيل أوقفت طاقم سفينة زيتونة بشكل مخالف للقانون https://t.co/qJ8c3FniNH https://t.co/IOA7I94mdP
neutral,إسرائيل في أفريقيا  https://t.co/6k1gwx5Jnu
negative,RT @MG_lawyer: امريكا استخدمت 41 فيتو منع ادانة اسرائيل بمجزارهاعندما يتحدث مجلس الامن عن الشرف! https://t.co/q2ZLC2MnUX
negative,RT @Raseef22: ظاهرة تسلل شبان غزة إلى الحدود مع إسرائيل إلى ارتفاع، رغم مخاطر القتل والاعتقال!←https://t.co/uGb1QMCfjI https://t.co/Io0Cx7…
negative,"RT @AlkhaleejOnline: ملايين اليهود الأمريكيين يستعدون لاحتجاج واسع ضد إسرائيل""https://t.co/djZO6YdR2A"""
negative,RT @ekoshak: بعد الدعم السعودي للأردن بالملايين، الأردن يشتري الغاز من اسرائيل بعقد لمدة ١٥ سنة رغم توفر الغاز في #السعودية وقطر https://t…
neutral,@ashraaf_alsaad @SALHACHIMI @fchoubachy ومالو...أخوتنا وأبناء عمومتنا وجيراننا ولنا معهم ميثاق يحتفلون بانتصارنا https://t.co/tQxwikdc6a
negative,RT @AJArabic: السلطات الاسرائيلية صادرت من طاقم الجزيرة جهاز البث وهاتف الثريا وشريط الفيديو الذي وثق عملية الاستيلاء على #زيتونةhttps://t…
negative,"RT @parlmany: مدرسة أمريكية بمصر تُدرِّس انتصار إسرائيل بحرب أكتوبر"" بمناهجها..ووزارة التعليم تحققhttps://t.co/6f28LWuX7F https://t.co/wf…"""
negative,"السيسى"" يُشرف على إصدار أغرب تاريخ بعد أن جعل حرب أكتوبر المجيدة دون إسرائيل https://t.co/Cdf0kZiZda"""
negative,RT @youm7: #اليوم_السابع: المدرسة الأمريكية بالمعادى تزور انتصار أكتوبر لصالح إسرائيلhttps://t.co/iWQDIxfNdv https://t.co/303xJgjEyj
neutral,في ذكرى أكتوبر.. سفير إسرائيل يحضر عرضا مسرحيا بمصر  https://t.co/Vvuc5Z7Kby  #العربية https://t.co/m3K2WXfbPY @AlArabiya_EGY
neutral,RT @thenewkhaleej: محلل صهيوني: اتفاقية الغاز بين الأردن و(إسرائيل) ستجعلنا نحصل على نحو 10 مليار دولارللحجب: https://t.co/ghQtAQt60xhttp…
neutral,وزير إعلام الاحتلال يدعو لضم الضفة الغربية إلى (إسرائيل)في حالة الحجب: https://t.co/F2AVo7r2PF https://t.co/SOyyNasOFb
neutral,RT @_end1435: عشقي لهافنغتون بوست،سياسة السعودية لاتتعارض مع زيارتي لإسرائيل ..و اخطط لزيارة اخرى :) https://t.co/Ql9ie2E7IL https://t.co/…
negative,إسرائيل قلقة جدًا من إمكانية وصول الصواريخ الروسيّة من طراز إس 300 و400 للجيش السوريّ وحزب الله وتُطالب بتوقيع... https://t.co/MiST2ginFA
negative,تصويت مصروالاردن يشتري غاز من اسرائيل رغم الدعم السعودي والقطريطقتين بالراس توجع ياعربقلت لكم الخطا بالاداره https://t.co/raz6CU02hl
neutral,كيف نفهم الحراك الشعبي في #الأردن مؤخرا ضد اتفاق استيراد الغاز من إسرائيل؟  https://t.co/1Q6BoBkK0F
neutral,"تكريم نووي"" لبيريز في إسرائيل:  https://t.co/nZUxz9TVfF"""
neutral,"RT @AlArabiya: تكريم نووي"" لبيريز في إسرائيل https://t.co/VWAekrZ2yR #العربية"""
neutral,👈🏻 .. ﻓﻲ ﺳﺠﻮﻥ ﺃﻓﻐﺎﻧﺴﺘﺎﻥ ﻭﻓﻲ ( ﺟﻮﺍﻧﺘﺎﻧﺎﻣﻮ ) ﺑﻛﻮﺑﺎ .ﻭﻟﻢ ﻧﺠﺮﻡ ﺍﻟﻤﺴﻴﺤﻴﺔ ﻭﻻ ﺍﻟﻴﻬﻮﺩ ﺑﻤﺎ ﻧﺸﺮﺗﻪ ﺻﺤﻴﻔﺔ ( ﺩﻳﻠﻲ ﺳﺘﺎﺭ ) ﻣﻦ أن ﺇﺳﺮﺍﺋﻴﻞ ..👇🏻
neutral,ﻟﻮ ﺇﻧﻘﻄﻌـــــﺖ ﺍﻷﻧﺘﺮﻧﻴــﺖ ﻓﻲ ﺍﻟﻮﻃـــﻦ ﺍﻟﻌﺮﺑـــﻲﻭﻋﻠــﻢ ﺍﻟــﻌﺮﺏ ﺃﻥ ﺍﻟﺪﻱ ﻗﻄﻌــﻪ ﺇﺳﺮﺍﺋﻴــــﻞ..ﻟﺘﺤــــﺮﺭﺕ ﻓﻠﺴﻄﻴـــﻦ ﻓﻲ ﻧﺼــــﻒ ﺳﺎﻋـــﺔ
neutral,إسرائيل تطلق اسم بيريز على مفاعلها النووي: قررت الحكومة الإسرائيلية إطلاق اسم الرئيس الراحل شمعون بيريز على ا... https://t.co/tcA3Iun4Js
negative,#بلحه_نيته_سوده  حاخام يهودي: لهذا السبب يعتمد السيسي على إسرائيل  https://t.co/FCUxI4ZwUp
negative,RT @RevSons: #بلحه_نيته_سوده  دراسة إسرائيلية: السيسي يسعى لإدماج إسرائيل  فى المتطقة العربية  https://t.co/tqvpPYwudk
negative,"#بلحه_نيته_سوده  هآرتس: كلنا مع الجنرالات ومع السيسي بطل إسرائيل""  https://t.co/3TBE8mx8Qr"""
negative,RT @Arabi21News: #مصر تشيّد جدارا أسمنتيا لتأمين حدود #إسرائيل وتشديد حصار #غزة.. بدعم أمريكيرابط بديل:https://t.co/WhRhDTQ6eMhttps://t.…
negative,#واشنطن تدين هجوما أوقع قتيلين إسرائيليين في #القدس المحتلة https://t.co/EqFUZIGGyg#إسرائيل #فلسطين #أمريكا https://t.co/q0Geml2Jeo
negative,#بلحه_نيته_سوده  بالدليل: إسرائيل طالبت الجيش بالانقلاب!  https://t.co/AslIDiZeK5
neutral,"#بلحه_نيته_سوده  إسرائيل تبرز خطاب السيسي وترحب بسلامه الدافئ""  https://t.co/IVyEyBqy95"""
negative,#بلحه_نيته_سوده  على لسان دبلوماسية.. رسالة من تل أبيب لـ السيسي: شعب إسرائيل معك  https://t.co/wEhnp2WWW8
neutral,إسرائيل تطلق اسم “شيمون بيريز” على مفاعلها النووي https://t.co/60SfEWtRfJ https://t.co/nX7isv4lZU
negative,"RT @alaraby_ar: إسرائيل تتوقع الأسوأ"" بعد عملية القدسhttps://t.co/yuy6PHZecmالموقع البديلhttps://t.co/9LtyH6spgw"""
neutral,RT @abuabdalwahab15: مصر تشيّد جدارا أسمنتيا لتأمين حدود إسرائيل وتشديد حصار غزة    https://t.co/nq7SIWMNJ2 via @Arabi21News : هذا السفاح م…
neutral,#نون_أون_لاين#إسرائيل تطلق اسم « بيريز » على #مفاعل_ديموناhttps://t.co/uCuYtYROlk https://t.co/9ABIxOqd5i
negative,وجاء اليوم الأسود على مصر ورفعت أسرائيل علمها على أرض عمرو بن العاص https://t.co/mwe5fk3aXI
negative,مدرسة في مصر تعلم طلابها: إسرائيل طيبة القلب! https://t.co/nWuNVYAhDf
neutral,إسرائيل تطلق اسم “بيريز” على مفاعلها النووى https://t.co/l37KzOAt49 https://t.co/Og1qYHZMt7
neutral,جملة قالها السادات أنهت حربا كانت تعد لها إسرائيل   @AlArabiya ـ https://t.co/Jt6pxGjM9D https://t.co/7nnTCjfif0
negative,RT @Mrbrary: محلل صهيوني: كان بامكان الأردن شراء الغاز من قطر أو السعودية لكنه اختار (إسرائيل)https://t.co/fLmOBg71Ju
negative,دعوات للاحتجاج بالأردن على اتفاق الغاز مع إسرائيل: أطلق ناشطون أردنيون دعوات شعبية لإطفاء الأضواء بالمنازل وا... https://t.co/GLHS0pkV2f
neutral,"RT @caironewsportal: د #فيصل_القاسم يفضح#بوتين""ويكشف حقيقة مباركة #إسرائيل لـ #العدوان_الروسي https://t.co/1H4rJ2g1Gz#سوريا  @kasimf http…"""
negative,إسرائيل تعتقل 2355 مقدسيا خلال عام #السعودية https://t.co/FE0AsiOjSq
negative,"RT @Rasa171a: إسرائيل تصادر"" المياه من سكان الضفة الغربية   https://t.co/pTmmpDu3wJ https://t.co/v2pAvjwN6d"""
negative,"حكومة الاحتلال الإسرائيلي تطلق اسم الرئيس الأسبق شمعون بيريز على مركز ديمونا النووي، خصوصا أنه كان يعرف بـ أب... https://t.co/wvKLxBvRxG"""
negative,RT @masralarabia: يحيى القزاز في ذكرى #حرب_أكتوبر: #إسرائيل تحقق أحلامها في عهد #السيسيشاهد عبر https://t.co/mj3UYIFOr4 https://t.co/IVHhf…
negative,"RT @AJArabic: رفع مئات الأردنيين في المسيرة لافتات كتب عليها النور من العدو ظلام"" و""غاز العدو احتلال""https://t.co/v0Rxu3uKVg"""
negative,#البرلمان | الاحتلال ينصب عشرات الحواجز العسكرية في القدس المحتلة https://t.co/xR8DVfT8bF https://t.co/sUIq0Uky5P
negative,RT @thenewkhaleej: هل حرضت (#إسرائيل) صناع القرار في أمريكا على إصدار «جاستا» ضد #السعودية؟في حالة الحجب: https://t.co/yI0KtQ83c2 https:/…
neutral,RT @AFPar: الوكالة اليهودية تعلن وصول دفعة من المهاجرين الإثيوبيين إلى #إسرائيل#افب #يهود #فلسطينhttps://t.co/UVUPVh9GMC
neutral,#التحرير | أسد #الأقصى .. عملية #استشهاد ناجحة جعلت قيادات #اسرائيل يناشدون #الفلسطينين بالسلام… https://t.co/Aug1D0XtWr
negative,"أسبانيا تدين بناء إسرائيل"" مستوطنات بالضفة:  مدريد - أدانت إسبانيا إعلان سلطات الاحتلال الإسرائيلي الأخير، ب... https://t.co/KjPh6mKwm7"""
negative,الخارجية الفلسطينية تدين قرار تفعيل الاستيطان الإسرائيلي https://t.co/6LmcA1nCrP #سبوتنيك #فلسطين #القدس
negative,سبوتنيك: الخارجية الفلسطينية تدين قرار تفعيل الاستيطان الإسرائيلي: دانت الخارجية الفلسطينية، اليوم الاثنين، ق... https://t.co/RP6yXPeMH0
neutral,إسرائيل تستقبل دفعة من المهاجرين الإثيوبيينhttps://t.co/UR1Cq5JZAZ https://t.co/p8lz3cddE6
negative,''إسرائيل'' توقف مخططات البناء الفلسطينية بالقدس#اسرائيل #فلسطين #الاحتلال #السبيل https://t.co/miFnTpzZbV
negative,RT @algepally: شاهد: كيف كشفت روسيا إطلاق صواريخ باليستية إسرائيلية وأمريكية تجاه سوريا https://t.co/ABhD8b7YmD via @sputnik_ar
neutral,RT @20fourMedia: جسر جوي جديد لتهجير فلاشا أثيوبيا إلى إسرائيلhttps://t.co/xo5EfxwEoo https://t.co/asqbSh93hS
negative,متخصصة في الشأن الإفريقي: إسرائيل وتجار السلاح هم المستفيد من اختلاق النزاع في… https://t.co/eau7pQiXBI https://t.co/yvKwnqVikj
neutral,RT @MC_Doualiya: وصول المجموعة الأولى من المهاجرين الإثيوبيين إلى إسرائيل https://t.co/QEA4sfw7Br https://t.co/pLSt1x9ysX
negative,ما ظل غير يقول اتفاقية الغاز عمل مقاوم للاحتلال كمان! https://t.co/k0yLXywgVZ
negative,RT @al_watanQatar: مغني الروك روجر ووترز يشبه ترامب بالخنزير ويجدد هجومه على #إسرائيلhttps://t.co/a47cuCurcd#منوعات #هيلاري_ترامب #أميركا…
neutral,#متابعات : موجدة جديدة من المهاجرين من ذوي الخلفية اليهودية تبدأ من أثيوبيا إلى ف... https://t.co/llV172sFl9 #الميادين #يكفي
negative,#لايف | مصباح أبو صبيح.. «أسد الأقصى» الذي عكّر صفو الإسرائيلين حيًا وميتًاhttps://t.co/48eEVMOkJa https://t.co/G3YcT9scWo
neutral,RT @aa_arabic: متحدث الرئاسة التركية: التطبيع مع #إسرائيل و #روسيا هام للسلام والاستقرار الإقليمي https://t.co/nm47dssKdY https://t.co/PX…
negative,RT @MethaqAbdullah: إيران تتهم الإمارات ودول خليجية بالتحالف مع إسرائيل - أحوازنا https://t.co/s2C2uR6hXg
negative,#إسرائيل تعتقل 31 فلسطينياً وجيشها يداهم منزل منفذ هجوم #القدسhttps://t.co/LciuNtToog#أخبار #البوابة https://t.co/mKrofSY2lM
neutral,RT @AlMayadeenNews: بدء موجة هجرة جديدة من #إثيوبيا إلى #إسرائيل  https://t.co/VfP0RXj2L4 https://t.co/rfMXGYq0Cs
